BuilderSubdivisionID,Subdivision,Builder,Status,ProductStyle,City,County,State,Latitude,Longitude,SubmarketID,SubmarketName,UnitsPlanned,UnitsRemaining,AnnualStarts,AnnualClosings
9DDC3538-0AE3-46D6-BEAC-A7BA369B362B,Watersound/Powell Landing East,Arkon Group | Boswell Builders & Sons | Cole Construction & Development | Key Lime Construction | Romair Homes,Active,Single-Family Detached,Panama City Beach,Walton,FL,30.289286,-85.997427,SM-22,Walton and Bay Beaches,125,84,23.0,30.0
3F58C7C7-4FBE-4BB6-9250-81226C610C35,Bluewater Creek Estates,J Miller Construction Inc,Active,Single-Family Detached,Molino,Escambia,FL,30.756287,-87.377354,SM-13,North Escambia,33,33,0.0,0.0
E1C8D836-5DE5-4AEF-AD4A-00A3A8CBB687,Charlie Day Estates,D.R. Horton Inc,Active,Single-Family Detached,Baker,Okaloosa,FL,30.769616,-86.682809,SM-15,Okaloosa County,34,5,15.0,25.0
4427E487-4F3A-4756-8162-C6AD3187FE82,Primland ,D.R. Horton Inc,Built Out,Single-Family Detached,Foley,Baldwin,AL,30.351319,-87.625864,SM-04,South Baldwin,286,0,0.0,0.0
567C1730-4929-4C96-84EF-5B752E916205,Alys Beach/BK KK,Arkon Group | Galvas Construction Inc | Gulfview Development & Construction LLC | Hufham/Farris Construction LLC,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.283511,-86.030289,SM-22,Walton and Bay Beaches,12,12,4.0,0.0
0E0E2BE2-637B-4A53-B4EC-0CBFEB702245,Weatherby,D.R. Horton Inc,Active,Single-Family Detached,Saraland,Mobile,AL,30.82293,-88.095017,SM-03,North Mobile / Saraland,50,8,0.0,0.0
BED6DA92-74BF-4981-A5F9-F460B7F3AB92,Makaira Ridge (Santa Rosa),D.R. Horton Inc,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.578667,-87.076909,SM-10,Milton,273,273,0.0,0.0
E97E2B64-F2E8-4C69-96E0-44B48131076A,Colonial East/SF,D.R. Horton Inc,Active,Single-Family Detached,Panama City Beach,Bay,FL,30.21342,-85.834139,SM-22,Walton and Bay Beaches,48,42,18.0,6.0
9EA726E2-738D-4DFF-96EF-677749CF57CB,Windmark Beach/North/SF,D.R. Horton Inc,Active,Single-Family Detached,Port Saint Joe,Gulf,FL,29.886491,-85.350874,SM-31,Gulf County,662,486,32.0,31.0
36265621-167E-47B9-970E-D2C0C33E5C0F,Lakeland,Lennar Homes,Active,Single-Family Detached,Loxley,Baldwin,AL,30.591917,-87.742734,SM-12,Central Baldwin,127,83,3.0,0.0
C06DB6BB-B009-4BCD-B26E-71F90B30E5C8,Patriot Ridge ,Cassady Homes | D.R. Horton Inc | DSLD Homes | Phillips Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.708382,-86.552832,SM-17,Crestview,648,224,75.0,85.0
811FB843-15CF-4A81-9EB3-44221C193A6D,Valor Ridge,D.R. Horton Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.600362,-88.22554,SM-02,Central Mobile,208,92,47.0,52.0
BA7B9D46-952A-4302-9CD7-1CA06C9B518D,Rosemary Sound,D.R. Horton Inc,Active,Single-Family Detached,Gulf Breeze,Santa Rosa,FL,30.400064,-86.96137,SM-09,Pensacola Beaches,254,254,0.0,0.0
970A5DA3-D424-4BD2-953F-823FF7BF3665,Nature Walk at Pond Creek,Owens Custom Homes,Active,Single-Family Detached,Jay,Santa Rosa,FL,30.777466,-87.175832,SM-14,Santa Rosa County,108,100,7.0,4.0
D25405CF-3A0E-4AE4-80DF-5CC754DF3FAB,Ridge Walk,Randy Wise Homes,Built Out,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.357236,-86.229156,SM-22,Walton and Bay Beaches,66,0,0.0,2.0
873D35C9-425A-4D4A-B438-24504A5712BB,Nellie Preserve,D.R. Horton Inc,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.401646,-86.211662,SM-22,Walton and Bay Beaches,19,1,7.0,15.0
62CF664A-039A-4C3C-8C39-BA733A221229,Grand Chenier,Ardco Inc,Active,Single-Family Detached,Gulf Breeze,Santa Rosa,FL,30.393533,-86.991797,SM-09,Pensacola Beaches,16,9,3.0,1.0
5F1DAEC4-1D65-4AFF-A135-4C802F042D8A,Hammock Bay/Bird Song,DSLD Homes,Active,Single-Family Detached,Freeport,Walton,FL,30.469896,-86.179573,SM-20,Freeport,103,59,33.0,31.0
3D42A4A5-4387-455D-AF90-33E26C552A49,Overland ,D.R. Horton Inc,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.523264,-87.841225,SM-06,West Baldwin,61,8,20.0,27.0
C198CF8E-2EAE-462F-AB1D-A8C5C9053DE9,Forest Park,Adams Homes,Active,Single-Family Detached,Robertsdale,Baldwin,AL,30.553295,-87.698062,SM-12,Central Baldwin,129,129,5.0,0.0
85A1F6AC-8878-4A89-9ADE-A01B9E67395A,Pathstone/Fallschase,D.R. Horton Inc,Active,Single-Family Detached,Pensacola,Escambia,FL,30.531164,-87.339695,SM-11,Cantonment,208,56,47.0,56.0
C8A2806E-DA33-42A7-BBA1-0B21FCCB4F8A,Crest Bay Cottages,D.R. Horton Inc,Active,Single-Family Detached,Miramar Beach,Walton,FL,30.385428,-86.355869,SM-22,Walton and Bay Beaches,19,19,0.0,0.0
9341B9DF-22B0-43BC-A5F7-EEF4FD882DCA,Deer Ridge Crossing,D.R. Horton Inc,Active,Single-Family Detached,Gulf Breeze,Santa Rosa,FL,30.412884,-86.977569,SM-09,Pensacola Beaches,58,38,49.0,20.0
F73A19EF-44F6-4C35-9CDF-E10F249FAB99,Lupin Beach,Alys Beach Construction ,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.2711,-85.997575,SM-22,Walton and Bay Beaches,20,18,2.0,1.0
735FC0CC-34E8-4AB8-AFBD-9088B6530C1C,Emerald Heights,Adams Homes,Built Out,Single-Family Detached,Pensacola,Escambia,FL,30.398755,-87.396225,SM-07,Pensacola,38,0,0.0,10.0
74802CB2-6500-481E-B527-4BA3AC8219BE,Salter Rd Subdivision,Coastal Homes of NWF LLC | Crosswood Homes | Shear Construction,Active,Single-Family Detached,Jay,Santa Rosa,FL,30.778626,-87.195673,SM-14,Santa Rosa County,21,5,2.0,4.0
48193433-683F-4D41-B0FA-B534DB669CF0,Chase Farms,D.R. Horton Inc,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.720419,-87.210466,SM-14,Santa Rosa County,78,8,23.0,30.0
7DA6B8C6-7D29-4860-B6D7-16D218AD4F3F,NatureView/North,DSLD Homes | Holiday Builders ,Active,Single-Family Detached,Ponce De Leon,Walton,FL,30.429471,-86.042394,SM-20,Freeport,266,258,31.0,8.0
3E878163-4875-4E11-A9C7-5FC2D0A45F28,Laurelbrooke,D.R. Horton Inc,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.452686,-87.852233,SM-06,West Baldwin,100,15,37.0,39.0
E54B39DC-E769-4192-8D7B-B44105CE4B03,Haven at Fairhope,,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.468348,-87.852997,SM-06,West Baldwin,174,174,0.0,0.0
FB6F5711-53C4-4528-B15B-4C83A24F867A,Blackwater Reserve,D.R. Horton Inc,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.627463,-86.98027,SM-10,Milton,598,526,89.0,72.0
E38BA0BB-38D5-42A8-B07C-83359B3D0F39,Harrisburg Estates,D.R. Horton Inc | W. Douglas Harris Construction Inc,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.795385,-86.595651,SM-17,Crestview,88,74,0.0,0.0
21070C78-F5A5-40D9-B034-1B009A49AC78,Buckeyes Landing,Herbst Homes ,Active,Single-Family Detached,Navarre,Santa Rosa,FL,30.461493,-86.906535,SM-21,Eglin AFB,62,62,17.0,0.0
C88EB0EC-2638-4308-8688-6C38AAEE40D0,Grasslands,Lennar Homes,Active,Single-Family Detached,Foley,Baldwin,AL,30.374236,-87.716777,SM-04,South Baldwin,258,255,32.0,3.0
B28A5CB8-4FA8-4CDF-9F71-0CECED3A026E,Wildwood Village,BluScape Homes,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.281995,-86.00197,SM-22,Walton and Bay Beaches,45,35,5.0,5.0
737B7868-F19E-4D7A-80A2-21152476A4D3,Hamilton Ridge ,D.R. Horton Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.640913,-88.271501,SM-02,Central Mobile,136,19,21.0,39.0
BFD4CD8A-7329-4A03-86B6-58C8363F4F91,Shoal River Landing,D.R. Horton Inc,Built Out,Single-Family Detached,Crestview,Okaloosa,FL,30.735354,-86.534539,SM-17,Crestview,341,0,0.0,32.0
CFBCA5B8-9567-4ED5-9921-611D21E5584C,Ridge at Harvest Point,Lennar Homes,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.693846,-87.050014,SM-10,Milton,262,262,13.0,0.0
8BC899C1-DEB0-428C-A655-8098CDE338AD,Elberta Place,Adams Homes,Built Out,Single-Family Detached,Elberta,Baldwin,AL,30.408671,-87.60359,SM-04,South Baldwin,8,0,0.0,8.0
FF51EA62-79FB-4B22-A0B3-B7551FD322A8,Old Towne Bayou,Tarey Franxman,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.40194,-86.228543,SM-22,Walton and Bay Beaches,13,13,1.0,0.0
371051CD-4BDC-454B-9231-E7439A965348,Hammock Bay/Vineyards ,Randy Wise Homes,Active,Single-Family Detached,Freeport,Walton,FL,30.492153,-86.164924,SM-20,Freeport,47,9,4.0,3.0
97ACC1B8-5173-4B89-B521-D8166AA21C2A,Rayne Plantation,D.R. Horton Inc,Active,Single-Family Detached,Daphne,Baldwin,AL,30.689581,-87.809327,SM-12,Central Baldwin,130,27,8.0,19.0
731CA60A-76F4-4B99-ABCD-9F08B9A5EDA3,Clear Water Landing,Herbst Homes ,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.593469,-86.967343,SM-10,Milton,11,1,0.0,10.0
EF492272-D35E-4E95-B6FA-AD541AFBC915,Wilson Place ,Adams Homes,Built Out,Single-Family Detached,Daphne,Baldwin,AL,30.611651,-87.886497,SM-06,West Baldwin,6,0,0.0,4.0
F8DCE89C-AA8D-43E3-B3A1-3A9C5401C564,Bonita Crossing ,R & B Development,Active,Single-Family Detached,Panama City,Bay,FL,30.192626,-85.644195,SM-28,Panama City,10,7,0.0,3.0
7E438706-43B8-4880-A47B-1D4FF695BA3A,Nautilus Pointe at Inlet Beach,Brock Built,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.27871,-86.001424,SM-22,Walton and Bay Beaches,32,31,0.0,1.0
2B19733E-B4CC-47BF-8464-23E23AFE80DA,North Hills at Fairhope,Crocker Homes | Farmstead Built | Pickering Building & Renovations ,Active,Single-Family Detached,Fairhope,Baldwin,AL,30.547627,-87.862042,SM-06,West Baldwin,108,74,13.0,14.0
E79CA31C-42F9-4331-9E55-8A8F9B596EBB,Anglebrook/SF,D.R. Horton Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.643144,-88.25802,SM-02,Central Mobile,107,107,8.0,0.0
11635966-89DE-4DA4-9D42-604C6DAECA31,Lakes of Woodbine,D.R. Horton Inc,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.611751,-87.185019,SM-08,Pace,749,537,65.0,97.0
8F07AFE6-5B93-406A-92E5-2999747E411F,Buffalo Creek Estates,Owens Custom Homes,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.71699,-87.216672,SM-14,Santa Rosa County,46,5,0.0,1.0
32C47EF3-03E1-4FC3-9720-3ABB8D3E0FA0,Lakeview Gardens ,DSLD Homes,Built Out,Single-Family Detached,Foley,Baldwin,AL,30.366819,-87.642366,SM-04,South Baldwin,93,0,0.0,1.0
AE18D829-8B6D-4043-BE2D-BC8315239D72,Three Hollow East,Century Communities | D.R. Horton Inc,Active,Single-Family Detached,Jay,Santa Rosa,FL,30.777953,-87.124651,SM-14,Santa Rosa County,34,5,15.0,28.0
DF883D1A-05EF-410A-9CF4-477E3DEB4F3F,College Station,Adams Homes | Camben Homes | Valor Communities,Active,Single-Family Detached,Panama City,Bay,FL,30.211264,-85.588294,SM-28,Panama City,459,300,27.0,11.0
ABCC43E0-7065-428D-A7EB-3B4897A8DAEE,Alexandras Park,,Active,Single-Family Detached,Panama City,Bay,FL,30.159546,-85.549259,SM-28,Panama City,361,361,0.0,0.0
C29BEE87-4D64-4E8A-9CA5-E1717013AFCB,Alys Beach/BK GG,Alys Beach Construction  | Earthbuild LLC | Ebsco Gulf Coast Development Inc | Galvas Construction Inc,Active,Single-Family Detached,Inlet Beach,Walton,FL,30.28961,-86.032254,SM-22,Walton and Bay Beaches,20,6,3.0,9.0
B49C69C2-A678-46F4-B110-89690248653A,Outlaws Way at Highlands City,George Outlaw Homes,Active,Single-Family Detached,Panama City,Bay,FL,30.19523,-85.615018,SM-28,Panama City,18,1,0.0,2.0
611A62F6-083E-4560-8941-1BA6C6E9AD40,Palmer Woods,D.R. Horton Inc,Active,Single-Family Detached,Semmes,Mobile,AL,30.78253,-88.244179,SM-02,Central Mobile,112,96,20.0,16.0
EA05CD26-4262-48AE-AA59-CF9471C828BC,Fox Glenn ,Adams Homes,Active,Single-Family Detached,Panama City,Bay,FL,30.161317,-85.569822,SM-28,Panama City,63,63,13.0,0.0
62F48ED2-471C-42FE-94A6-3D5FB3216654,Cove Pointe,Ben Wortman Construction | Cove Preservation Partners | Curole Construction LLC,Active,Single-Family Detached,Panama City,Bay,FL,30.153625,-85.643546,SM-28,Panama City,57,22,0.0,0.0
04A6A5F4-ED85-425A-AA1B-5FC74D2D6F16,Garden City Park,CJL Homes | Linc Grant Construction,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.828354,-86.514129,SM-16,Laurel Hill,15,11,4.0,3.0
A21204AB-31BD-4CE4-B93D-9707BE509AB0,Blackwater Ridge,D.R. Horton Inc,Active,Single-Family Detached,Robertsdale,Baldwin,AL,30.553279,-87.671685,SM-12,Central Baldwin,257,243,34.0,14.0
1F65DFAC-E460-4943-83EA-D57883620690,Miller Commerce Park,,Active,Single-Family Detached,Freeport,Walton,FL,30.477816,-86.075374,SM-20,Freeport,15,15,0.0,0.0
3880145B-F5F8-4D29-810F-0D3ABF3CEF01,Leighton Village,Adams Homes | Lynn Nolan Construction | Twilley Builders Inc,Active,Single-Family Detached,Mobile,Mobile,AL,30.613374,-88.134783,SM-02,Central Mobile,44,25,12.0,4.0
FD8EA5AB-0E5F-4813-943A-97AE8EB72CA9,Sunny Hills/Unit 9,,Active,Single-Family Detached,Chipley,Washington,FL,30.610015,-85.567038,SM-25,Washington County,274,274,0.0,0.0
E01FD848-768A-4137-9C8D-F42B67DA8C85,Pinehurst Estates,Century Communities,Active,Single-Family Detached,Defuniak Springs,Walton,FL,30.7453,-86.130459,SM-19,Defuniak Springs,81,22,0.0,0.0
DC69CF87-D776-4A14-B6E0-AB00E584CD0F,Coastal Plantation,America's Home Place,Active,Single-Family Detached,Port Saint Joe,Gulf,FL,29.774268,-85.286167,SM-31,Gulf County,18,11,2.0,1.0
1ADFE3ED-0D43-4052-BD27-FB8A78B4B620,Autumn Lakes,D.R. Horton Inc,Active,Single-Family Detached,Elberta,Baldwin,AL,30.420082,-87.544458,SM-04,South Baldwin,205,195,25.0,10.0
E2687292-AB6E-44E2-813E-1EC9BC4902AE,Bailey Place,Mike McConnell Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.602524,-87.856939,SM-06,West Baldwin,12,1,0.0,0.0
F8F2FD7D-8342-4CFD-A6DC-F9776ECBB0D8,Raley Farms,D.R. Horton Inc,Active,Single-Family Detached,Gulf Shores,Baldwin,AL,30.329608,-87.671074,SM-04,South Baldwin,448,204,69.0,47.0
3E279203-1944-4E69-8781-FB2ED68D1082,Kake Cottages,Contemporary Homes of Florida,Active,Single-Family Detached,Valparaiso,Okaloosa,FL,30.512362,-86.506363,SM-18,Fort Walton,20,5,5.0,6.0
B47AC40B-1535-4FD4-B326-E4BE3207ABBB,"Shoals, The",Brock Built,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.369392,-86.128714,SM-22,Walton and Bay Beaches,30,8,10.0,20.0
6A5C8233-63BB-4829-A67F-4D16DDFEBCEF,Sunny Hills/Unit 10,Century Communities | Lsk Construction | Peak 6 Construction LLC,Active,Single-Family Detached,Chipley,Washington,FL,30.552178,-85.53178,SM-25,Washington County,1140,1127,7.0,7.0
A6F072E0-3632-47C3-9191-D9A6C9D55C1B,Edens Landing/SF,BluScape Homes | Edens Landing Development Partners,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.364266,-86.122239,SM-22,Walton and Bay Beaches,40,9,0.0,0.0
5EA6DB3A-6BAC-4C3F-95C1-A90005F114E0,"Branch, The",Lennar Homes,Active,Single-Family Detached,Summerdale,Baldwin,AL,30.491544,-87.705273,SM-12,Central Baldwin,9,3,9.0,6.0
BB9F87F5-6D26-4284-B475-0158EE62D86C,Live Oak Village/SF,CHS Properties | DSLD Homes,Active,Single-Family Detached,Foley,Baldwin,AL,30.431506,-87.697401,SM-04,South Baldwin,96,22,27.0,34.0
B2F7B523-7994-47BB-9F95-A2D99D3AEBC1,Brookwood,Adams Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.820923,-86.558737,SM-16,Laurel Hill,38,38,14.0,0.0
B6A771AC-8E2B-48F8-B837-43F10515F113,Morningside ,D.R. Horton Inc,Active,Single-Family Detached,Panama City,Bay,FL,30.277162,-85.517414,SM-28,Panama City,134,84,15.0,18.0
58D6E844-503E-45E7-8BAE-405C93C60B9C,Yellow River Ranch,D.R. Horton Inc | Flynn Building Specialists | Holiday Builders ,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.584803,-86.948845,SM-10,Milton,446,219,16.0,26.0
929EDECC-8A4E-47D9-BB4A-1B2DD56BE515,Stonechase,Celebrity Home Builders | Lennar Homes | Signature Homes LLC,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.654992,-87.203038,SM-08,Pace,724,373,53.0,52.0
F12C7E75-784D-4B1D-A343-3DB9960D533F,Martins Woods,Century Communities | KLB Contracting LLC,Active,Single-Family Detached,Chipley,Washington,FL,30.760084,-85.522989,SM-25,Washington County,8,1,6.0,5.0
E7142C35-17A9-4BFA-86D9-70B8C2207E4C,Cotton District,DSLD Homes,Built Out,Single-Family Detached,Robertsdale,Baldwin,AL,30.569542,-87.730404,SM-12,Central Baldwin,90,0,0.0,0.0
868D72FA-FF76-4274-A237-6C5704264378,Penny Lakes,D.R. Horton Inc,Active,Single-Family Detached,Semmes,Mobile,AL,30.719548,-88.239929,SM-02,Central Mobile,121,74,9.0,0.0
B2A4F549-99EA-446B-A366-888BB2449C04,Royal Palms,,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.386739,-86.275818,SM-22,Walton and Bay Beaches,16,16,0.0,0.0
7B81B91E-999F-44DF-B51E-CD3FB277B41F,Hammock Bay/Harmony,D.R. Horton Inc | DSLD Homes | Holiday Builders  | Hop Building Company Inc | Jay Odom Group,Active,Single-Family Detached,Freeport,Walton,FL,30.49576,-86.164229,SM-20,Freeport,20,1,0.0,1.0
E5BBAB43-E5C7-4947-836E-A36D0DA8A498,Royal Meadows,D.R. Horton Inc,Active,Single-Family Detached,Loxley,Baldwin,AL,30.632521,-87.782131,SM-12,Central Baldwin,80,80,6.0,0.0
82E8F6DF-0C98-46F7-B765-D5CD95C095C3,Sunny Hills/Unit 5,Century Communities | McQuagge Development & Construction Inc,Active,Single-Family Detached,Chipley,Washington,FL,30.578449,-85.595856,SM-25,Washington County,520,508,0.0,0.0
A0D09B48-2C39-47FE-BCDF-F327A190017C,Hammock Bay/Starburst  ,DSLD Homes,Active,Single-Family Detached,Freeport,Walton,FL,30.463259,-86.178721,SM-20,Freeport,96,8,14.0,31.0
A7C76EBA-5F5A-470E-A57C-3EB6505E2218,Breakfast Point East,D.R. Horton Inc | Fischer Homes | Harris Doyle Homes Inc - Clayton Properties Group Inc | Samuel Taylor Homes,Active,Single-Family Detached,Panama City Beach,Bay,FL,30.195141,-85.791924,SM-22,Walton and Bay Beaches,930,666,104.0,84.0
99CC1B64-9FE8-4E7A-9486-3FA29A3CAB66,Cadence Place,Holiday Builders ,Built Out,Single-Family Detached,Milton,Santa Rosa,FL,30.672421,-87.058698,SM-10,Milton,49,0,0.0,10.0
B37373C0-9FA3-4883-9C32-7D4112775699,Ten Mile Rd Subdivision,Flynn Building Specialists,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.721993,-87.20516,SM-14,Santa Rosa County,40,2,2.0,2.0
F2960124-5CC8-4A9A-A324-39AF30FE75B6,Palmetto Place ,CJL Homes | Valor Communities,Active,Single-Family Detached,Freeport,Walton,FL,30.521017,-86.132413,SM-20,Freeport,23,8,1.0,0.0
51BB6F39-7A34-4A70-8CB6-91D8157D1B03,Horizons Edge,Lennar Homes,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.628515,-86.998516,SM-10,Milton,157,78,50.0,63.0
DF8DFFB0-A895-466C-A859-8DB4AACFDC5B,Willow Creek Plantation,CJL Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.792108,-86.508682,SM-17,Crestview,12,6,0.0,0.0
E3908F53-82E9-495E-B990-B23F8BCFFF97,Oak Hollow,CJL Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.816025,-86.495582,SM-17,Crestview,21,2,12.0,19.0
BE56B78B-81C5-4042-A792-787274E38123,Arbor Walk/Riverside,Benchmark Homes Group | D.R. Horton Inc | Southern Homes Al,Active,Single-Family Detached,Foley,Baldwin,AL,30.364862,-87.71647,SM-04,South Baldwin,191,13,5.0,3.0
7D9D27C8-13C1-4FA6-B8ED-41B7BEB3C7AF,Sunny Hills/Unit 8,B & D Builders | Century Communities | Gooden Homes | James Fletcher Construction | James Fletcher Construction Inc | Solara Homes,Active,Single-Family Detached,Chipley,Washington,FL,30.588158,-85.565696,SM-25,Washington County,1258,1248,0.0,4.0
CAD23777-B47D-4B0A-98A1-DD3056769243,Cedar Creek at Deerpoint Lake,Adams Homes | Coastal Classic Homes,Active,Single-Family Detached,Panama City,Bay,FL,30.331962,-85.588557,SM-29,Bay County Submarket 2,60,48,4.0,7.0
B4BD64BE-C912-43D4-A3CB-0DA7ABFC3157,Bishop Landing/SF,Brock Built,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.381905,-86.237294,SM-22,Walton and Bay Beaches,84,84,0.0,0.0
12FDDEE7-3F55-4EC2-994D-211224FA3FD0,Homewood Estates,Bryan Rogers Construction Inc | CJL Homes | D.R. Horton Inc | Homewood Properties LLC | Linc Grant Construction,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.76895,-86.540987,SM-17,Crestview,78,2,2.0,5.0
26BC6BB7-9DBF-4F98-A822-D367B83380A7,Southern Palms,DSLD Homes | Holiday Builders ,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.609387,-87.146892,SM-08,Pace,130,5,2.0,12.0
2466ADAB-AB56-4851-8071-0B3EF1603554,Allison Acres,Adams Homes,Active,Single-Family Detached,Cantonment,Escambia,FL,30.548191,-87.285397,SM-11,Cantonment,85,13,22.0,22.0
715DE010-EA63-41FA-A60B-13A5D75B125F,Waterside at East Bay,D.R. Horton Inc,Active,Single-Family Detached,Gulf Breeze,Santa Rosa,FL,30.413102,-86.985795,SM-09,Pensacola Beaches,96,96,0.0,0.0
12A15095-4C98-4513-838B-F65A396E3E4B,Sentinel Ridge,DSLD Homes,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.614815,-87.104843,SM-08,Pace,348,274,44.0,40.0
65C735BB-FF6F-4704-9810-F6B78677889F,Glenlakes,BRI Construction | D.R. Horton Inc | John Thompson Homes | Lennar Homes | Maronda Homes | Rampy Construction | River Road Homes,Active,Single-Family Detached,Foley,Baldwin,AL,30.355891,-87.620126,SM-04,South Baldwin,299,109,21.0,9.0
19D977E2-62F0-4C7A-9AEB-5D89566B9B9A,Tradewinds at Regatta Bay,Boswell Builders & Sons | Southern Blue Construction Inc,Active,Single-Family Detached,Destin,Okaloosa,FL,30.393131,-86.412216,SM-22,Walton and Bay Beaches,55,48,4.0,3.0
2442B2D9-C260-4E85-A4C2-98A37EEFA88F,Juniper Trace,Century Communities | Darrell Miller Construction | Flynn Building Specialists,Active,Single-Family Detached,Defuniak Springs,Walton,FL,30.763485,-86.144442,SM-19,Defuniak Springs,17,1,1.0,1.0
7CA75343-35F7-44B3-AA62-978EB2C80FB8,Hammock Bay/Steamboat Landing  ,DSLD Homes | Eagle Venture Group LLC | Emerald Coast Premier Builders | Grand American Enterprises | Key Lime Construction | Randy Wise Homes,Active,Single-Family Detached,Freeport,Walton,FL,30.460892,-86.185209,SM-20,Freeport,104,89,6.0,10.0
2486578A-39CC-4279-A69F-1179D59CD245,Walton Pointe,Valor Communities,Active,Single-Family Detached,Defuniak Springs,Walton,FL,30.742009,-86.115897,SM-19,Defuniak Springs,65,65,0.0,0.0
D6BF8C01-D841-4BA4-8403-6832F009221C,Magnolia Lane,Brock Built,Active,Single-Family Detached,Miramar Beach,Walton,FL,30.399203,-86.306227,SM-22,Walton and Bay Beaches,32,32,0.0,0.0
F4C3630A-436A-4092-944F-7DCAA0D9C2A5,Watersound/Ward Creek/Bayside SF,D.R. Horton Inc,Active,Single-Family Detached,Panama City Beach,Bay,FL,30.255597,-85.87624,SM-22,Walton and Bay Beaches,206,61,39.0,27.0
EAB39DC9-EB26-4462-91E2-001ED74A0437,Wildwood Lakes,R&K Construction,Active,Single-Family Detached,Defuniak Springs,Walton,FL,30.744008,-86.221237,SM-19,Defuniak Springs,89,75,1.0,0.0
AAD68430-B3FB-4ADC-8F72-924AC146969D,Live Oak Estates,Lennar Homes,Built Out,Single-Family Detached,Fairhope,Baldwin,AL,30.507039,-87.855137,SM-06,West Baldwin,76,0,0.0,0.0
ADD377D7-9419-44A3-BD0A-EDE7C3B3D9CC,Hidden Grove,BMB Construction | BMKN Inc | Hidden Grove LLC | Magnolia Custom Homes Inc | Premier Builders of NWFL LLC | RAK Construction,Active,Single-Family Detached,Santa Rosa Beach,Walton,FL,30.393388,-86.285384,SM-22,Walton and Bay Beaches,78,13,0.0,3.0
207ACB30-DF68-4656-B4EF-C05E4802EB13,Southern Charm,CJL Homes,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.80912,-86.477646,SM-17,Crestview,45,45,8.0,0.0
56B79067-86E8-4DA4-BF70-A29CA9EE2FE2,Independence (Okaloosa),D.R. Horton Inc,Active,Single-Family Detached,Crestview,Okaloosa,FL,30.751275,-86.483209,SM-17,Crestview,1200,1200,0.0,0.0
0059D991-8478-4552-B973-A521690ECD52,Ledgewick,DSLD Homes | Holiday Builders ,Built Out,Single-Family Detached,Foley,Baldwin,AL,30.427015,-87.66257,SM-04,South Baldwin,148,0,0.0,5.0
45C85BD8-8B49-4200-A33C-EC892EAC4AC8,Churchill,D.R. Horton Inc | DSLD Homes,Active,Single-Family Detached,Daphne,Baldwin,AL,30.684491,-87.819307,SM-12,Central Baldwin,256,52,19.0,7.0
124648CA-62A8-4619-845D-0D8C4BAB907C,Hidden Pines Estates,Adams Homes,Active,Single-Family Detached,Milton,Santa Rosa,FL,30.621717,-87.000286,SM-10,Milton,139,121,38.0,18.0
D382CDCD-3020-4A7B-BD4A-6C4119B8C79A,Kirksey Court,aDoor Development,Built Out,Single-Family Detached,Pensacola,Escambia,FL,30.41776,-87.228554,SM-07,Pensacola,14,0,0.0,0.0
